Date,A,AAL,AAP,AAPL,ABBV,ABC,ADBE,ADI,ADM,ADP,ADS,ADSK,AEP,AGN,AIG,AIV,AIZ,AJG,ALGN,ALK,ALL,ALLE,ALXN,AMD,AMT,AMZN,ANDV,AON,AOS,APTV,ARE,ATVI,AVB,AVGO,AVY,AWK,AYI,AZO,BA,BAX,BBY,BDX,BHF,BHGE,BIIB,BLL,BMY,CAG,CAH,CBOE,CBS,CCI,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CL,CLX,CMA,CMCSA,CME,CMG,CMS,CNC,CNP,COG,COL,COO,COP,COTY,CPB,CRM,CSCO,CSX,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DE,DFS,DG,DGX,DISH,DLTR,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ED,EFX,EIX,EL,EMN,EQIX,ES,ESRX,ESS,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FB,FBHS,FE,FFIV,FL,FLIR,FMC,FOX,FTI,FTV,GD,GE,GGP,GILD,GIS,GM,GOOG,GOOGL,GPN,GPS,GRMN,GS,GT,HAL,HAS,HCA,HCP,HD,HII,HLT,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HSY,HUM,IBM,ICE,IDXX,ILMN,INCY,INFO,IPGP,IQV,IRM,ISRG,JBHT,JCI,JNJ,JNPR,JPM,K,KEY,KHC,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LKQ,LLL,LLY,LMT,LOW,LUV,LYB,M,MA,MAA,MAC,MAR,MAT,MCD,MCK,MCO,MGM,MKC,MNST,MO,MON,MOS,MPC,MRO,MSFT,MSI,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOV,NRG,NTAP,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PBCT,PCG,PEG,PEP,PFE,PFG,PGR,PHM,PKG,PKI,PM,PNC,PNR,PPL,PRGO,PSA,PSX,PVH,PXD,PYPL,QCOM,QRVO,RE,REGN,RHI,RHT,RL,RMD,ROK,ROST,RSG,RTN,SBAC,SCG,SJM,SO,SPGI,STI,STT,STX,STZ,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TGT,TMO,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,V,VFC,VIAB,VLO,VMC,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WEC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WYNN,XEC,XEL,XRX,XYL,ZION,ZTS
2008-01-10,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-11,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-14,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-15,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-16,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-17,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-18,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-22,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-23,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-24,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-25,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-28,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
2008-01-29,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,0.04999999999684854,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,
