Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEP,AES,AET,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AMGN,AMT,AMZN,ANDV,ANTM,AON,AOS,APA,APC,APD,APTV,ARE,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBY,BDX,BHF,BHGE,BIIB,BK,BLL,BMY,BSX,C,CAG,CAH,CAT,CB,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CL,CLX,CMA,CMCSA,CME,CMG,CMS,CNC,CNP,COG,COL,COO,COP,COST,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ED,EFX,EIX,EL,EMN,EOG,EQIX,EQT,ES,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FE,FFIV,FIS,FL,FLIR,FMC,FOX,FTI,FTV,GD,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HSY,HUM,IBM,ICE,IDXX,ILMN,INCY,INFO,INTC,INTU,IPGP,IQV,IRM,ISRG,IT,JBHT,JCI,JNJ,JNPR,JPM,JWN,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LEN,LKQ,LLL,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LYB,M,MA,MAA,MAC,MAR,MAT,MCD,MCK,MCO,MDLZ,MDT,MET,MGM,MKC,MLM,MNST,MO,MON,MOS,MPC,MRK,MRO,MSFT,MSI,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOC,NOV,NRG,NSC,NTAP,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCG,PEG,PEP,PFE,PFG,PGR,PHM,PKG,PKI,PM,PNC,PNR,PPL,PRGO,PRU,PSA,PSX,PVH,PXD,PYPL,QCOM,QRVO,RCL,RE,REGN,RHI,RHT,RL,RMD,ROK,ROST,RRC,RSG,RTN,SBAC,SBUX,SCG,SHW,SJM,SNA,SNPS,SO,SPG,SPGI,SRCL,SRE,STI,STT,STX,STZ,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TGT,TIF,TJX,TMK,TMO,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,UPS,USB,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WYNN,XEC,XEL,XRAY,XRX,XYL,YUM,ZBH,ZION,ZTS
2008-01-10,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-11,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-14,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-15,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-16,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-17,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-18,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-22,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-23,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-24,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-25,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-28,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-29,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-30,,,,,,,,,,,0.04999999999927079,,0.049999999999020744,,,,,,,,,,,,,,,,,,,,,0.04999999999900424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999921874,,,,,,,,,,,,,,,,,,,0.04999999999967512,,,,0.04999999996206844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999595736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999978842,,,,,,,,,,,0.049999999968021167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999899854,,,,,,0.049999999998744424,,,,,,,,,,,,,,0.04999999999979823,,,,,,,,,,,,,,,,,0.04999999999969989,,,,,,,,,,0.011882299428832814,,,,,,,0.039377767940657046,,,,,,0.04999999999684854,,,,,,,,,,,,,,0.04999999999970505,,,,,,,0.04873993262885932,,,,,,,,,,,,0.04999999999943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999955387,,,,,,,,,,,,,,,,,,,,,,,0.049999999999610946,,,,,,,,,,,,,,,,,,,,,,
2008-01-31,,,,,0.01563192656616969,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,,0.03584952828806417,,,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,,0.04999999991322984,,,0.015631926628677493,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,0.015631926628677493,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,0.013723425222787994,0.015631926628677493,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,0.018549568595240536,,0.015631926628677493,,,,,,,,,,,,,0.02695244932614684,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.049999999987999734,0.015631926628677493,,0.015631926628677493,,,0.04999999999739957,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,,,,,,0.016806261234729305,,0.01138086269396053,0.015631926628677493,,,,,,,0.015631926628677493,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,0.03893313236404233,,0.015631926628677493
2008-02-01,,,,,0.01563192656616969,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,,0.03584952828806417,,,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,,0.04999999991322984,,,0.015631926628677493,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,0.015631926628677493,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,0.013723425222787994,0.015631926628677493,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,0.018549568595240536,,0.015631926628677493,,,,,,,,,,,,,0.02695244932614684,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.049999999987999734,0.015631926628677493,,0.015631926628677493,,,0.04999999999739957,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,,,,,,0.016806261234729305,,0.01138086269396053,0.015631926628677493,,,,,,,0.015631926628677493,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,0.03893313236404233,,0.015631926628677493
2008-02-04,,,,,0.01563192656616969,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,,0.03584952828806417,,,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,,0.04999999991322984,,,0.015631926628677493,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,0.015631926628677493,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,0.013723425222787994,0.015631926628677493,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,0.018549568595240536,,0.015631926628677493,,,,,,,,,,,,,0.02695244932614684,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.049999999987999734,0.015631926628677493,,0.015631926628677493,,,0.04999999999739957,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,,,,,,0.016806261234729305,,0.01138086269396053,0.015631926628677493,,,,,,,0.015631926628677493,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,0.03893313236404233,,0.015631926628677493
2008-02-05,,,,,0.01563192656616969,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,,0.03584952828806417,,,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,,0.04999999991322984,,,0.015631926628677493,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,0.015631926628677493,0.015631926628677493,,,0.015631926628677493,,,,,,,,,,,,0.013723425222787994,0.015631926628677493,,,,0.015631926628677493,,,,,,,,,,,,0.015631926628677493,,,,0.015631926628677493,0.018549568595240536,,0.015631926628677493,,,,,,,,,,,,,0.02695244932614684,,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.049999999987999734,0.015631926628677493,,0.015631926628677493,,,0.04999999999739957,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,0.015631926628677493,,,,,,,,,,,,,,,0.016806261234729305,,0.01138086269396053,0.015631926628677493,,,,,,,0.015631926628677493,,,0.015631926628677493,,0.015631926628677493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,,,,,0.015631926628677493,,,,,,,,,0.015631926628677493,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,,,,,,,,,,,,,0.015631926628677493,,,,,,,0.015631926628677493,,0.03893313236404233,,0.015631926628677493
